image_number,image,text,egyptian
6252.0,3557148230_7fc843e5de.jpg,صبي يقف على دراجة ثلاثية العجلات,ولد واقف على عربية بتلات عجلات
6253.0,3557295488_600d387347.jpg,رجل يرتدي قميصاً أحمر وأبيض يصيب رجلاً يرتدي قميصاً أزرق وأبيض أثناء لعبة هوكي الملعب,راجل لابس قميص أحمر وأبيض بيدخل هدف في راجل لابس قميص أزرق وأبيض أثناء لعبة هوكي الجليد
6254.0,3557316485_574a5f7a89.jpg,رجل يتزلج,راجل بيلعب سكيت
6255.0,3557324238_6ba58831d9.jpg,صبي يحمل نظارة على الرمل يلقي بالون أصفر في الهواء,ولد شايل نظارة على الرمل بيرمي بالون أصفر في الهوا
6256.0,3558251719_3af5ae2d02.jpg,رجل وكلب يلعبان في حقل,راجل وكلبه بيلعبوا في الحقل
6257.0,3558370311_5734a15890.jpg,رجل في دراجة هوائية يقوم بخدعة فوق منحدر,راجل على عربية بيدوس بيعمل حركة فوق المنحدر
6258.0,3558438174_d8f41438a4.jpg,اثنين من السيدات في الملابس  بجوار سيارة الطراز القديم,اتنين ستات لابسين لبس جميل جنب عربية قديمة
6259.0,3558683579_8fb36b55a6.jpg,يقفز الرجل ليصنع هدف,الراجل بيقفز عشان يدخل هدف
6260.0,3558796959_fc4450be56.jpg,لاعب التنس في ملعب كلاي يركض للكرة,لاعب التنس في ملعب التراب بيجري ورا الكورة
6261.0,3559374748_f18c7caa55.jpg,سيارة سباق زرقاء ورمادية تسير على مسار ترابي,عربية سباق زرقاء ورمادية بتجري على طريق ترابي
6262.0,3559425864_0462d7613f.jpg,رجل في الهواء مع دراجته وهناك رجل آخر على دراجته في الظهر مع المياه قريبة,راجل في الهوا مع عربيتها وفيه راجل تاني على عربيتة وراه مع الميه قريبة
6263.0,3559429170_3183c404b9.jpg,صبي يرتدي خوذة ولا قميص  في الهواء على دراجة,ولد لابس خوذة ومش لابس قميص في الهوا على عربية
6264.0,3559781965_d4ec00e506.jpg,كلب بني كبير يرتدي كمامة يركض في العشب الأخضر,كلب بني كبير لابس كمامه بيجري في العشب الأخضر
6265.0,3559993787_c49644dcc5.jpg,راكب الدراجة النارية في الغابة,راجل بيمشي على موتور في الغابة
6266.0,3560081723_62da0035bd.jpg,رجل يقود سيارة رباعية الدفع على الطرق الوعرة,راجل بيسوق عربية رباعية الدفع على الطرق الوعرة
6267.0,3560125106_691c292893.jpg,كلب يقفز من خلال عقبة نارية,كلب بيقفز من خلال عقبة نارية
6268.0,3560726559_4c4bed9f2d.jpg,رجل وامرأة يدا بيد يحاولان الذهاب في طرق معاكسة,راجل وست ماسكين في ايد بعض وبيحاولوا يمشوا في طرق مختلفة
6269.0,3560771491_2a18b6241e.jpg,فتاة قطف الهندباء البرية في مرج عشبي,بنت بتقطف الهندباء من المرج العشبي
6270.0,3560891822_7d4c1e3580.jpg,متزلج يتدحرج منحدرًا,متزلج بينزل منحدر
6271.0,3560977956_e08d2cd531.jpg,رجل وامرأة يجلسان في زورق على المياه الهادئة,راجل وست قاعدين في زورق على الميه الهادية
6272.0,3561130207_d1ed166daa.jpg,حشد من الفتيات في حفل موسيقي,جمهور من البنات في حفلة موسيقية
6273.0,3561314880_ea9a7e245f.jpg,رجل قذر ينظر أمام متجر البقالة الحمراء المملوءة,راجل وسخ بيبص قدام محل بقالة أحمر مليان
6274.0,3561433412_3985208d53.jpg,كلب يلعب جلب في حقل أخضر,كلب بيلعب جلب في الحقل الأخضر
6275.0,356143774_ef3e93eede.jpg,زوج من الطيور طويلة الرقبة تسبح,زوج من الطيور طويلة الرقبة بيعوموا
6276.0,3561537309_e271d57492.jpg,صبي في السروال الأزرق يقف في الأمواج,ولد لابس بنطلون أزرق واقف في الأمواج
6277.0,3561543598_3c1b572f9b.jpg,مجموعة من الرجال يرتدون الزي العسكري مع القبعات يجمعون الأعلام, مجموعة من الرجالة لابسين لبس عسكري مع القبعات بيجمعوا الأعلام
6278.0,3561639055_5ac66ae92f.jpg,راكب الدراجة يقوم بمناورات,راجل بيمشي على عربية بيعمل حركات
6279.0,3561734666_344f260cce.jpg,لاعب البيسبول يضرب الكرة,لاعب بيسبول بيضرب الكورة
6280.0,3562001359_65c63aeda3.jpg,امرأة وكلب يركبان في قوارب الكاياك تمر من بعض الأشجار,ست وكلب بيمشوا على قوارب الكاياك وبيعدوا من بعض الأشجار
6281.0,3562050678_4196a7fff3.jpg,مجموعة من الناس على الممشى, مجموعة من الناس على الكورنيش
6282.0,3562169000_6aa7f1043d.jpg,سيارة سباق زرقاء تصطدم تقريبا بجدار من الإطارات,عربية سباق زرقاء بتقرب من جدار من الإطارات
6283.0,3562282690_cd2a95fe9e.jpg,كلب أبيض وأسود يركض على الشاطئ بينما يقف رجل خلفه,كلب أبيض وأسود بيجري على الشاطئ وراجل واقف وراه
6284.0,3562302012_0cbcd01ff9.jpg,صبي يزحف تحت منزل خارج,ولد بيزحف تحت بيت من برا
6285.0,3562470436_6e193643ce.jpg,ثلاثة من الكلاب السوداء تلعب في منطقة مسيجة مع كرة,تلات كلاب سود بيعبوا في مكان مسور مع كورة
6286.0,3562816250_6e14d436b1.jpg,رجل مع كلب أسود يجلس في قوارب الكاياك الصفراء في ذلك يعوم على المياه الهادئة,راجل مع كلب أسود قاعد في قوارب الكاياك الصفراء اللي بتعوم على الميه الهادية
6287.0,3562903245_85071bb5f9.jpg,يجلس متسابق الدراجة ويراقب بينما يقوم راكب زميل بقفزة من منحدر,متسابق الدراجة قاعد بيشوف وراكب زميل بيعمل قفزة من المنحدر
6288.0,3563059800_c073081ce3.jpg,رجل في النظارات الشمسية يجلس على طاولة مليئة بأنواع مختلفة من الصودا,راجل لابس نظارة شمس قاعد على ترابيزة مليانة أنواع مختلفة من الصودا
6289.0,3563461991_de05537878.jpg,يأخذ رجل أصلع صور لجسم الماء من الكاميرا,راجل أصلع بياخد صور لجنب الميه من الكاميرا
6290.0,3563668905_689ed479c5.jpg,راكب الدراجة النارية يرتدي خوذة,راجل بيمشي على موتور لابس خوذة
6291.0,3563673070_71fa0903ed.jpg,رجل في قوارب الكاياك الحمراء في الماء,راجل في قوارب الكاياك الحمراء في الميه
6292.0,3563871276_c8b2a00df5.jpg,شخص يقف على متن قارب في المحيط,شخص واقف على قارب في البحر
6293.0,3563924606_5914392cd8.jpg,اثنين من الجراء البني والأبيض يلعبون شد الحبل مع شريط أزرق من القماش,اتنين جراوي بني وأبيض بيلعبوا شد الحبل بشريط أزرق من القماش
6294.0,3564007203_df2b8010f1.jpg,رجل يتحدث إلى شرطي مقيم خارج أحد الملاعب,راجل بيتكلم مع ظابط واقف برا ملعب
6295.0,3564148252_aa4cb36a32.jpg,رجل على دراجة نارية يلمس ركبته على الأرض أثناء منعطف حاد,راجل على موتور بيلمس ركبته على الأرض أثناء منعطف حاد
6296.0,3564157681_03a13b7112.jpg,رجل يراقب كلب يصطاد الفريسبي في الجو,راجل بيبص على كلب بيصطاد فريسبي في الهوا
6297.0,3564312955_716e86c48b.jpg,فتاة صغيرة تبتسم وهي تستلقي على جانبها في الماء,بنت صغيرة بتبتسم وهي نايمة على جنبها في الميه
6298.0,3564385317_1bf5094068.jpg,رجل يقف في وضع غريب على صخرة عالية فوق بعض الأشجار,راجل واقف في وضع غريب على صخرة عالية فوق بعض الأشجار
6299.0,3564436847_57825db87d.jpg,صبي في قميص أحمر يركب لوح تزلج في الشارع,"ولد لابس قميص أحمر بيمشي على لوح تزلج في الشارع
"
6300.0,3564543247_05cdbc31cf.jpg,صبيان في وسط الجو يقفزان إلى بركة داخلية,ولاد بيقفزوا في بركة سباحة في نص الجو
6301.0,3564738125_10400f69c0.jpg,الناس يميلون في الثلج,ناس بيستمتعوا في الثلج
6302.0,3564742915_5f940b95b4.jpg,يتسلق اثنان من المتنزهين ممرًا صخريًا وثلجيًا في الجبال,اتنين من المتنزهين بيطلعوا على جبل صخري وثلجي
6303.0,3564907603_14ccc655f1.jpg,مجموعة من الشباب مع X على أيديهم  مبتسمين,مجموعة شباب ومعاهم اكس على ايديهم وبيضحكوا
6304.0,3565021218_d2bc1aa644.jpg,تضع فتاة صغيرة في ثوب أصفر على أرضية خشبية محاطة بالزهور,بنت صغيرة لابسة فستان أصفر واقفة على أرضية خشبية محاطة بالزهور
6305.0,3565598162_56044bc2f7.jpg,الفتيات يرقصن على موسيقيي الشوارع,بنات بيرقصوا على موسيقى الشوارع
6306.0,3565654691_22b97d3994.jpg,رجل تسلق جدار صخري ضخم يطل على المحيط الأزرق,راجل بيطلع على حيط صخري كبير قصاد البحر الأزرق
6307.0,3565655045_8eb00b7423.jpg,رجل يصعد من المحيط على صخرة,راجل طالع من البحر على صخرة
6308.0,3565749152_7924d15b04.jpg,كلب يصطاد الفريسبي في الفناء الأمامي,كلب بيطارد الفريسبي في حديقة البيت
6309.0,3566111626_9a35a7b2c0.jpg,يحاول راكب الدراجة النارية خدعة على قفزة قريبة من الأدغال والمباني الخشبية,راكب موتوسيكل بيحاول يعمل حركة على قفزة قريب من الأدغال والمباني الخشبية
6310.0,3566225740_375fc15dde.jpg,تصطف قافلة من الشاحنات العسكرية بكثرة,قافلة من العربيات العسكرية واقفة في صف طويل
6311.0,3567061016_62768dcce1.jpg,طائر يطير في الهواء,عصفور بيطير في الهوا
6312.0,3567214106_6ece483f8b.jpg,كلب أبيض يرش في بركة على العشب,كلب أبيض بيرش في بركة على العشب
6313.0,3567604049_da9e1be4ba.jpg,رجل يقفز في بركة الماء الزرقاء,راجل بيقفز في بركة مية زرقاء
6314.0,3568065409_1c381aa854.jpg,صبي يمسك عصا يقفز في كل شارع,ولد ماسك عصاية بيقفز في كل شارع
6315.0,3568197730_a071d7595b.jpg,يقفز المبارز الياباني في الهواء,مبارز ياباني بيقفز في الهوا
6316.0,3568219100_dfbffddccd.jpg,رجل يتسلق جبلًا صخريًا بينما يراقب آخر,راجل بيطلع على جبل صخري وراجل تاني بيراقبه
6317.0,3568225554_73cdb19576.jpg,رجل في الاحمر يتسلق الصخور ,راجل لابس أحمر بيطلع على الصخور
6318.0,3568505408_4e30def669.jpg,راعي بقر يركب حصانًا بينما يدور حوله,راعي بقر راكب حصان وبيلف حواليه
6319.0,3568605391_54ec367d88.jpg,أحد رجال الشرطة يجلس على دراجته النارية مع اثنين من زملائه من رجال الشرطة يقفون إلى اليسار,واحد من رجال الشرطة قاعد على الموتوسيكل ومعاه اتنين من زملائه واقفين على الشمال
6320.0,3569126684_a68b29a57f.jpg,كلب بني يركض على العشب,كلب بني بيجري على العشب
6321.0,3569284680_44fef444ef.jpg,صبي صغير يرتدي سترة حمراء وفتاة صغيرة في سترة وردية اللون يتسلق السلالم,ولد صغير لابس جاكيت أحمر وبنت صغيرة لابسة جاكيت وردي بيطلعوا السلم
6322.0,356929855_6bbf33d933.jpg,كلب يسبح بينما يحمل عصا في فمه,كلب بيعوم وماسك عصاية في بقه
6323.0,3569329986_1f468729b2.jpg,فتاة في ثوب أبيض,بنت لابسة فستان أبيض
6324.0,3569406219_f37ebf7b92.jpg,امرأة يابانية في زي ملون تسير مع رجل يرتدي ملابس سوداء في الماضي,ست يابانية لابسة لبس ملون ماشية مع راجل لابس لبس أسود
6325.0,3569420080_72fbe84751.jpg,رجل يرتدي زياً رسمياً يقف إلى جانب فتاة ذات شعر أرجواني تحمل فنجاناً,راجل لابس لبس رسمي واقف جنب بنت شعرها بنفسجي ماسكة كوب
6326.0,3569667295_6e51db08ef.jpg,كلب أبيض وأسود يركض في الماء ,كلب أبيض وأسود بيجري في المية
6327.0,3569755200_cef7ee2233.jpg,تضحك الشابتان في الهواء الطلق بواسطة صندوق شجرة,اتنين بنات بيضحكوا في الهوا قصاد صندوق شجرة
6328.0,3569979711_6507841268.jpg,صبي يقوم بقلب في الهواء على الشاطئ,ولد بيعمل قلب في الهوا على الشاطئ
6329.0,3570800810_978c993133.jpg,يلعب الأطفال في الماء,عيال بيلعبوا في المية
6330.0,3571039224_b34fa2f94c.jpg,كلب أسود في المياه الضحلة,كلب أسود في المية الضحلة
6331.0,3571147934_d1c8af1d6e.jpg,فتاة في معطف أسود بجانب بعض أطفال المدارس,بنت لابسة معطف أسود جنب بعض عيال المدرسة
6332.0,3571193625_835da90c5e.jpg,كلب في الماء يحمل عصا في فمه,كلب في المية ماسك عصاية في بقه
6333.0,3571675421_7e07ac07c5.jpg,كلب بني يركض في الماء على الشاطئ,كلب بني بيجري في المية على الشاطئ
6334.0,357191373_a1cb5696e8.jpg,مجموعة من الناس يركبون الخيول من خلال منطقة حرجية,مجموعة ناس راكبين خيل في منطقة غابة
6335.0,3572144280_ea42bbd927.jpg,رجل يتسلق على صخرة الحافة,راجل بيطلع على صخرة على الحافة
6336.0,3572267708_9d8a81d4a4.jpg,الفتيات يرقصن في ملابس ملونة,بنات بيرقصوا بلبس ملون
6337.0,3572346664_e1e6c77f11.jpg,فتاة في سترة تمنع أشعة الشمس,بنت لابسة جاكيت بتمنع أشعة الشمس
6338.0,3572942419_16ebdc3d46.jpg,امرأة في مكتب توقع الأوراق أمام الآخر,ست في مكتب بتوقع أوراق قدام راجل تاني
6339.0,3573202338_f43dd22d28.jpg,فتاة صغيرة تمارس رياضة الجمباز على شاطئ أحد الشواطئ بينما تسبح أخرى في الشاطئ,بنت صغيرة بتعمل جمباز على شاطئ البحر وبنت تانية بتسبح في البحر
6340.0,3573436368_78f0ccdf01.jpg,امرأة مرتدية ثوب برتقالي وهي تسير عبر جسر حجري عليها سماء زرقاء للغاية خلفها,ست لابسة فستان برتقالي ماشية على كوبري حجري ووراها سماء زرقاء قوي
6341.0,3574244361_715ac347cd.jpg,طفل على الارجوحة,طفل على المرجيحة
6342.0,3574627719_790325430e.jpg,مجموعة من الشباب يغنون معا,مجموعة شباب بيغنوا مع بعض
6343.0,3574930742_9081bd2426.jpg,رجل نائم على مكتب في غرفة قراءة المكتبة,راجل نايم على مكتب في غرفة قراءة المكتبة
6344.0,3576060775_d9121519cc.jpg,الكلاب تلعب مع صاحبها من البركة,كلاب بتلعب مع صاحبها في البركة
6345.0,3576250302_14779632bd.jpg,دراجة الترابية ترفع الغبار,دراجة ترابية بتطلع تراب
6346.0,3576259024_9c05b163aa.jpg,رجل في الزرقاء يقفز على دراجة ترابية,راجل لابس أزرق بيقفز على دراجة ترابية
6347.0,3576312396_799c873f3e.jpg,مجموعة من الناس في قوارب تتسابق نحو الشاطئ,مجموعة ناس في قوارب بيسبقوا على الشاطئ
6348.0,3576536763_3c8c4f232e.jpg,فتاة ترتدي قميصا ورديا و تنورة مخططة بالوردي والأبيض تلعب في الأمواج على الشاطئ,بنت لابسة قميص وردي وتنورة مخططه وردي وأبيض بتلعب في الأمواج على الشاطئ
6349.0,3576741633_671340544c.jpg,صبي يرتدي الجينز الأزرق يتزلج,"ولد لابس بنطلون جينز أزرق بيلعب سكيت 
"
6350.0,3576840040_9356b5b10a.jpg,يتنقل سائق الدراجة الترابية عبر الهواء باستخدام دراجته النارية,راجل بيدوس دراجة نارية وبيطير في الهوا
6351.0,3577235421_69e4efb8d1.jpg,مصارع محترف يقع خارج الحلبة,مصارع محترف بيقع بره الحلبة
6352.0,357725852_6f55cb9abc.jpg,الشخصان في نهاية الرصيف بقارب خلفهما  وتحيط بهما المياه,اتنين واقفين في آخر الرصيف ووراهم قارب وبيحوطهم الميه
6353.0,3577309234_c952c2af86.jpg,طائر أزرق يطير عبر الأشجار,عصفور أزرق بيطير بين الشجر
6354.0,3578068665_87bdacef6a.jpg,تتسابق سيارة بيضاء و سيارة صفراء,عربية بيضة وعربية صفرا بتسابقوا
6355.0,3578372039_57473f473c.jpg,شاب يركب لوح تزلج ويحمل حقائب كبيرة,شاب راكب سكيت بورد وشايل شنط كبيرة
6356.0,3578477508_b7d839da16.jpg,صبي يرتدي الزحافات وينزلق على درابزين من السلالم بالقرب من عامود,ولاد بيحط زحافات وبيزلج على درابزين السلم جنب عمود
6357.0,3578841731_f775cab089.jpg,يتم تشغيل السيارة على مسار مغبر,عربية ماشية على طريق ترابي
6358.0,3578914491_36019ba703.jpg,هناك كلبان يتقاتلان على شيء ما,في كلبين بيتخانقوا على حاجة
6359.0,3578981202_efef47e264.jpg,طفل يضحك,طفل بيضحك
6360.0,3579686259_b1fe6aefc9.jpg,كلب يمشي على طريق محاط بالأشجار,كلب ماشي على طريق محاط بالأشجار
6361.0,3579842996_3a62ec1bc7.jpg,هناك شخص يرتدي قميصًا أصفر وجينزًا يركض على مضمار,في واحد لابس قميص أصفر وجينز بيجري على مضمار
6362.0,3580082200_ea10bf2f68.jpg,رجل يتفاعل مع كلب يركض بجانبه,راجل بيلعب مع كلب بيجري جنبه
6363.0,3580375310_46ec3e476c.jpg,صبي يلعب كرة القدم في حقل بالقرب من مبنى سكني,ولاد بيلعب كورة في ملعب جنب عمارة
6364.0,3580741947_cc64a83648.jpg,سيدات الأعمال يسيرون في الخارج,ستات أعمال ماشيين بره
6365.0,358114269_96fdb5f7c3.jpg,يركب سائق الدراجة دراجته على الطريق بجانب الصخور مع الثلج,راجل بيدوس دراجة على طريق جنب صخور وثلج
6366.0,3581451227_618854cea4.jpg,طفلة وفتى صغيرة بعد حفل زفاف في حقل,بنت صغيرة وولد صغير بعد فرح في أرض
6367.0,3581538034_783b7d0d09.jpg,كلب يمسك بحزام على لوح مائي فوق الماء المتدفق مع هيكل أنبوب في الخلفية,كلب ماسك حزام على لوح مائي فوق ميه بتجري ووراهم أنبوب
6368.0,3581818450_546c89ca38.jpg,كلب بني فاتح كبير يركض على العشب الأخضر,كلب بني فاتح كبير بيجري على عشب أخضر
6369.0,3582048078_7bac2d8473.jpg,صبي يخرج من البركة,ولاد بيطلع من البركة
6370.0,3582066525_e9d6377f56.jpg,رجل يقفز من صخرة إلى المحيط بينما يراقب الآخرون,راجل بيقفز من صخرة في البحر وناس بتتفرج
6371.0,3582465732_78f77f34ae.jpg,فتاة تجلس على ترامبولين تقذف زجاجة ماء فارغة في الهواء,بنت قاعدة على ترامبولين وبتلقي زجاجة ميه فاضية في الهوا
6372.0,3582685410_05315a15b8.jpg,تتسلق امرأتان فوق الصخور بالقرب من المحيط,اتنين ستات بيسلقوا فوق الصخور جنب البحر
6373.0,3582689770_e57ab56671.jpg,أحد الأولاد يجلس على مدفع هاون عملاق بينما يمشي صبي آخر نحوه,واحد قاعد على مدفع هاون كبير وواحد ماشي ناحيته
6374.0,3582742297_1daa29968e.jpg,تلعب الكلاب الثلاث في الرمال,تلات كلاب بيلعبوا في الرمال
6375.0,3582814058_564776f26c.jpg,مجموعة من الأطفال واثنين من البالغين تقف أمام جدار الكتابة على الجدران,مجموعة من الولاد واتنين كبار واقفين قدام جدار جرافيتي
6376.0,3582914739_bef2828a06.jpg,امرأة ترتدي خوذة في منافسة ,ست لابسة خوذة في سباق
6377.0,3582914905_f58db879ae.jpg,رجل ذو رأس محلوق يقف في النهر ويمسك بحبل,راجل راسه مقصوص واقف في النهر وماسك حبل
6378.0,3582920844_2742804f3d.jpg,رجل طويل الشعر في الماء يتأرجح رأسه مما تسبب في رش الماء في دوامة,راجل شعره طويل في الميه وبيحرك راسه وبيرش ميه في دوامة
6379.0,3583065748_7d149a865c.jpg,كلب أسود وكلب أسود يركضان,كلب أسود وكلب أسود بيجريوا
6380.0,3583293892_c96af8cd98.jpg,لاعب يرمي الكرة في لعبة البيسبول,لاعب بيلقي الكورة في لعبة البيسبول
6381.0,3583321426_f373c52161.jpg,امرأة مسنة في الشرق الأوسط على وشك أن تدخن علبة سجائر,ست عجوز في الشرق الأوسط هتدخن علبة سجاير
6382.0,3583516290_1c87a13770.jpg,مشهد للحشود مع أشخاص يرتدون الملابس باللونين الأصفر والأبيض,منظر زحمة ناس لابسين لبس أصفر وأبيض
6383.0,3583704941_611353857e.jpg,امرأة على الحصان,ست راكبة حصان
6384.0,3583903436_028b06c489.jpg,صبي يلعب على أرجوحة خضراء أمام حظيرة خشبية,ولاد بيلعب على أرجوحة خضرا قدام حظيرة خشبية
6385.0,3584196366_a4b43d6644.jpg,قطيع من الطيور تحلق فوق الشاطئ,قطيع طيور بيطير فوق الشاطئ
6386.0,3584406900_039f30b34c.jpg,مجموعة من الأطفال يلعبون على الاراجيح,مجموعة ولاد بيلعبوا على أراجيح
6387.0,3584534971_b44f82c4b9.jpg,رجل يقود الطريق على دراجته بينما يتبعه آخران ,راجل بيدوس دراجة في المقدمة ووراه اتنين
6388.0,3584561689_b6eb24dd70.jpg,مجموعة من الأولاد يلعبون كرة السلة معاً,مجموعة ولاد بيلعبوا كرة سلة مع بعض
6389.0,3584603849_6cfd9af7dd.jpg,طائرة زرقاء وحمراء وصفراء ترفرف في الهواء,طيارة زرقا وحمراء وصفرا بتطير في الهوا
6390.0,3584829998_25e59fdef3.jpg,كلب أبيض وكلب أبيض وأسود يلعبان بينما يتحرك كلبان أسودان نحوهما,كلب أبيض وكلب أبيض وأسود بيلعبوا وبتحرك ناحيتهم اتنين كلاب سود
6391.0,3584930205_a3f58a4b7c.jpg,صبي يتزلج,ولاد بيتزلج
6392.0,3585117340_73e96b6173.jpg,تنام كومة من الكلاب على سرير كلب أزرق,كومة كلاب نايمة على سرير كلب أزرق
6393.0,3585123310_9a8e94bd2b.jpg,الكلاب البيضاء تلعب على أريكة مع زجاجة أطفال,كلاب بيضة بتلعب على كنبة مع زجاجة أطفال
6394.0,3585487286_ef9a8d4c56.jpg,اثنين من الكلاب يقفزون على شاطئ فارغ مع الأمواج,اتنين كلاب بيقفزوا على شاطئ فاضي مع موجات
6395.0,3585488964_1467945775.jpg,كلب بني يركض مع اثنين من الكلاب البيضاء والبنية على شاطئ البحر مع موجات متلاطمة خلفهم,كلب بني بيجري مع اتنين كلاب بيضة وبنية على شاطئ البحر ووراهم موجات بتتلاطم
6396.0,3585495069_33cba06d0a.jpg,صبي في الهواء في محاولة لتفادي الكرة ألقيت عليه,ولاد في الهوا بيحاول يتهرب من الكورة اللي اتلقت عليه
6397.0,3585598356_8ce815bbb9.jpg,تظهر امرأتين تعبيرات الوجه المختلفة وارتداء الأزياء الذهبية والأرجوانية,اتنين ستات باين عليهم تعبيرات وشههم مختلفة ولبسين لبس ذهبي وبنفسجي
6398.0,358559906_d5f3f584f4.jpg,فتاة في سترة ورديّة تمشي في بركة كبيرة,بنت لابسة جاكيت وردي ماشية في بركة كبيرة
6399.0,358607894_5abb1250d3.jpg,رجل في قبعة سوداء يصل إلى صندوق,"راجل لابس قبعة سودا بيوصل لشنطة 
"
6400.0,3586239953_da4fb3f775.jpg,طفلان يتدحرجان على تلة عشبية,اتنين عيال بيجرّوا على تلّة عشبية
6401.0,3587009091_37188fd07e.jpg,الكلب يسبح من خلال المياه العميقة بالقرب من عدة البط,الكلب بيسبح في المية العميقة جنب بعض البط
6402.0,3587077732_0933f1677b.jpg,صبي يركض عبر البركة,ولد بيجري في البركة
6403.0,3587092143_c63030ed6d.jpg,رجلان يتلاكمان,اتنين رجّالة بيتخانقوا
6404.0,3587449716_3bf1552c36.jpg,فتيات يرتدين أزياء زاهية يحملن لافتات صغيرة تقول أنا أحبك,"بنات لابسين لبس ملون و ماسكين لافتات صغيرة مكتوب عليها ""بحبك"""
6405.0,3587596696_9c5964c94d.jpg,مجموعة من الناس يحملون الفريسبي بأصابعهم,مجموعة ناس ماسكين فريسبي بإيديهم
6406.0,3587781729_bd21ce7b11.jpg,طفلان يضحكان ويلعبان في إطار يتأرجح في حديقة,اتنين عيال بيضحكوا و بيلعبوا في أرجوحة في حديقة
6407.0,3587941206_36769c3f1d.jpg,صبي صغير يضرب في لعبة البيسبول,ولد صغير بيضرب في لعبة البيسبول
6408.0,3588417747_b152a51c52.jpg,رجل ينزلق على حديدي بينما يضيء آخر ضوءًا عليه,راجل بينزلق على حديدة و راجل تاني بيضيّق عليه ضوء
6409.0,358875403_f357f03713.jpg,بطة تدور جناحيها بالقرب من الماء,بطة بتلف جناحيها جنب المية
6410.0,3589052481_059e5e2c37.jpg,رجل وامرأة يبتسمان أمام الكاميرا لكن المرأة لا تنظر إلى الكاميرا,راجل و ست بيبتسموا قدام الكاميرا بس الست مش بتبص للكاميرا
6411.0,3589156060_3ed8d6bbc3.jpg,رجل يلعب مع كلب في بعض الماء,راجل بيلعب مع كلب في شويه مية
6412.0,3589267801_5a222e3a60.jpg,كلب بني يحفر في الرمال,كلب بني بيحفر في الرمل
6413.0,3589367895_5d3729e3ea.jpg,رجل يرتدي زي الهندي  يتحدث إلى الميكروفون,راجل لابس لبس هندي بيتكلم في المايكروفون
6414.0,3589368949_0866846949.jpg,الناس في الأزياء الأمريكية الأصلية تقوم بأداء  لافتة في الخلفية,ناس لابسين لبس أمريكي أصلي بيعملوا عرض في الخلفية
6415.0,3589895574_ee08207d26.jpg,طفل يلعب على معدات الملعب,طفل بيلعب على معدات الملعب
6416.0,3590294974_4ef98f013e.jpg,رجل يقوم بقفزة عبر دراجة حمراء وسوداء في حديقة تزلج في المدينة,راجل بيعمل قفزة عبر دراجة حمرا و سودا في حديقة تزلج في المدينة
6417.0,3590557969_d0270d518b.jpg,رجل يرتدي قميصا وقبعة يقفز في الهواء على دراجة حمراء,راجل لابس قميص و قبعة بيقفز في الهوا على دراجة حمرا
6418.0,3590593467_be497a6139.jpg,هناك شخص واحد على دراجة نارية وشخص واحد سقط على الأرض,في شخص واحد على دراجة نارية و شخص واحد وقع على الأرض
6419.0,3590647207_2d4ec3f52c.jpg,مجموعة من النساء يركبون خيولًا وهم يحملون أعلام دول متعددة,مجموعة ستات بيركبوا خيل و ماسكين أعلام دول كتير
6420.0,3590653633_495de5f288.jpg,صبي ورجل يرتديان مهرجين يقفان في الرمال,ولد و راجل لابسين مهرج واقفين في الرمل
6421.0,3590654365_fd4819f48b.jpg,يتم رمي رجل من الثور خلال مسابقات رعاة البقر,راجل بيترمى من الثور في مسابقات رعاة البقر
6422.0,3590739067_58baffb3a7.jpg,امرأة في خارج تلعب على الغيتار,ست برا بتلعب على الجيتار
6423.0,3590753142_61993d39df.jpg,يقف ثلاثة أشخاص عند سياج ينظر إلى مدينة مليئة ناطحات السحاب بينما ينظر المرء عبر نطاق منظار,تلاتة ناس واقفين عند سياج و بيبصوا على مدينة مليانة ناطحات سحاب و واحد منهم بيبص عبر منظار
6424.0,359082432_c1fd5aa2d6.jpg,يقف رجل وكلب على شجرة سقطت على الأرض,راجل و كلب واقفين على شجرة وقعت على الأرض
6425.0,3591094476_b61acd63d6.jpg,تقف فتاة في الخارج مع كلبين,بنت واقفة برا مع اتنين كلاب
6426.0,3591170729_406fdb74e5.jpg,صبي على منحدر ويداه إلى أسفل ورجليه فوق لوح التزلج,ولد على منحدر و إيديه لتحت و رجليه فوق لوح التزلج
6427.0,3591457224_88281dd04f.jpg,يرتدي مهرج في قميص ملون وقبعة رعاة البقر ذراعيه في حشد من الناس,مهرج لابس قميص ملون و قبعة رعاة البقر و ضامه في زحمة ناس
6428.0,3591458156_f1a9a33918.jpg,يتم رمي رجل من قبل الحصان,راجل بيترمى من الحصان
6429.0,3591461782_687e320042.jpg,رجل يسقط من الثور في عرض روديو,راجل بيقع من الثور في عرض روديو
6430.0,3591462960_86045906bd.jpg,رجل في الهواء بيد واحدة على ثور,راجل في الهوا بإيد واحدة على ثور
6431.0,359173181_a75c950aeb.jpg,كلب يقفز من خلال حقل ثلجي,كلب بيقفز في حقلة ثلج
6432.0,3592968286_b63c81bcd2.jpg,رجل يرتدي ملابس خيالية يعزف على الغيتار على المسرح,راجل لابس لبس خيالي بيعزف على الجيتار على المسرح
6433.0,3592992234_6d3fe58a70.jpg,رجل في قميص أبيض يتأرجح عصا,راجل في قميص أبيض بيأرجح عصا
