image_number,image_number,image,text,egyptian,Moroccan
774,774,189740668_0b045f1ff2.jpg,رجل يصعد صخرة كبيرة,راجل بيطلع صخرة كبيرة,راجل كا طلع صخرة كبيرة
775,775,1904112245_549e47c8aa.jpg,كلب في الغابة,كلب في الغابة,كلب ف الغابة
776,776,190638179_be9da86589.jpg,رجل يرتدي قبعة واقف خارج سيارته جيب جراندلر الخضراء,راجل لابس قبعة واقف برة عربيته جيب جراندلر الخضرا,راجل لابس قبعة واقف خارج سيارته جيب جراندلر الخضرا
777,777,190965502_0b9ed331d9.jpg,العديد من الكراسي فارغة مع عدد قليل من الأشخاص الذين يستمتعون بالشمس,كراسي كتير فاضية مع ناس قليلة مستمتعين بالشمس,بزاف ديال الكراسي خاوين مع عدد قليل ديال الناس اللي كا استمتعون بالشمس
778,778,191003283_992257f835.jpg,صبي صغير أشقر وشابة في الجينز يمشون في ساحة,ولد صغير أشقر و ست في جينز ماشيين في ساحة,وليد صغير أشقر و شابة ف الجينز كا مشيو ف ساحة
779,779,191003284_1025b0fb7d.jpg,رجل يساعد فتاة صغيرة ركوب الدراجة,راجل بيساعد بنت صغيرة تركب الدراجة,راجل كا ساعد بنت صغيرة ركوب الدراجة
780,780,191003285_edd8d0cf58.jpg,رجل وفتاة يجلسان على الأرض ويأكلان,راجل و بنت قاعدين على الأرض و بياكلوا,راجل و بنت كا جلسين على الأرض و كا كلو
781,781,191003287_2915c11d8e.jpg,أب يطعم طفله في الشارع,أبو بياكل ابنه في الشارع,اب كا طعم ولده ف الشارع
782,782,191592626_477ef5e026.jpg,المتسلق يتسلق جرف الجبل,متسلق بيتسلق جرف الجبل,متسلق كا تسلق جرف الجبل
783,783,1917203130_fcaff8b10e.jpg,طفل في معرض,طفل في معرض,وليد ف معرض
784,784,1917265421_aeccf1ca38.jpg,أطفال يلعبون مع خنزير,أطفال بيلعبوا مع خنزير,وليدات كا يلعبون مع خنزير
785,785,1918573100_d31cbb6b77.jpg,كلب أبيض وأسود يتوازن على لوح خشبي,كلب أبيض و أسود بيتوازن على لوح خشب,كلب ابيض واسود كا توازن على لوح خشبي
786,786,19212715_20476497a3.jpg,رجل يجذف من خلال الماء,راجل بيجدف في الميه,راجل كا تجدف من خلال الماء
787,787,1921398767_771743bf4e.jpg,كلب على الشاطئ يسحب شيئا,كلب على الشاطئ بيسحب حاجة,كلب على الشاطئ كا سحب شي حاجة
788,788,1923476156_e20976b32d.jpg,كلب أبيض يقوده شخص على دراجة هوائية,كلب أبيض حد بيشيله على دراجة,كلب ابيض كا يقوده شخص على دراجة هوائية
789,789,1924234308_c9ddcf206d.jpg,فتاة في البيكيني تتسلق الصخور,بنت في بيكيني بتسلق صخور,بنت ف البيكيني كا تسلق الصخور
790,790,1925434818_2949a8f6d8.jpg,العديد من الأطفال يلعبون في حفرة الكرة,أطفال كتير بيلعبوا في حفرة الكرة,بزاف ديال الوليدات كا يلعبون ف حفرة الكرة
791,791,1926129518_4350f4f552.jpg,كلب مرقط وكلب أسود وجرو يتقاربان على كرة التنس,كلب مرقط و كلب أسود و جرو قريبين على كرة التنس,كلب مرقط و كلب اسود و جرو كا يقربون على كرة التنس
792,792,1928319708_ccf1f4ee72.jpg,رجل يركب الدراجة على الطريق,راجل بيسوق دراجة على الطريق,راجل كا ركب الدراجة على الطريق
793,793,1931690777_897a7d8ab6.jpg,أربعة أولاد يقفزون إلى بركة داخلية,أربعة ولاد بيقفزوا في بركة داخلية,اربعة ديال الوليدات كا طلعون ل بركة داخلية
794,794,1932161768_996eadac87.jpg,كلب أبيض صغير يتسلق جذع,كلب أبيض صغير بيتسلق جذع,كلب ابيض صغير كا تسلق جذع
795,795,1932314876_9cc46fd054.jpg,فتاة ترتدي بلوزة زرقاء و تضع قدميها في المجرى,بنت لابسة بلوزة زرقا و حاطة رجليها في المجرى,بنت لابسة بلوزة زرقا و كا وضعة رجليها ف المجرى
796,796,1936215201_d03a75cbba.jpg,طفل رضيع يلعب في الخارج بلعبة زرقاء,طفل رضيع بيلعب برة بلعبة زرقا,وليد رضيع كا يلعب ف الخارج بلعبة زرقا
797,797,1937104503_313d22a2d0.jpg,يلعب كلب أبيض وأسود في الماء,كلب أبيض و أسود بيلعب في الميه,كا يلعب كلب ابيض واسود ف الماء
798,798,1937262236_cbf5bfa101.jpg,الكلاب تتقاتل على الكرة الحمراء والوردية,الكلاب بيتخانقوا على الكرة الحمرا و الوردية,الكلاب كا يتقاتلون على الكرة الحمرا و الوردية
799,799,1947351225_288d788983.jpg,مجموعة من الأطفال في حفلة عيد ميلاد,"جموعة من الأطفال في حفلة عيد ميلاد 
"," مجموعة ديال الوليدات ف حفلة عيد ميلاد 
"
800,800,195084264_72fb347b0f.jpg,يقف رجل في قميص محدد بجوار وعاء خشبي كبير,راجل واقف في قميص محدد جنب وعاء خشب كبير,واحد راجل واقف ف لباس محدد بجنب شي كاس كبير ديال الخشب
801,801,1952896009_cee8147c90.jpg,امرأة تحمل حقائب كبيرة تسير في الشارع,ست شايلة شنط كبيرة ماشية في الشارع,واحدة مرا كتحمل شي شكاكة كبار وكاتمشي ف طريق
802,802,1956678973_223cb1b847.jpg,أربعة أولاد يلبسون الأحمر يلعبون بالأوراق المتساقطة,اربعة ولاد لابسين احمر بيلعبوا بالأوراق اللي بتسقط,أربعة ولاد لابسين احمر كاي لعبوا بالورقة اللي كا تساقط
803,803,1956944011_c5661d3f22.jpg,يلعب طفلان على قضبان القرود,اتنين ولاد بيلعبوا على قضبان القرود,جوج ولاد كاي لعبوا ف شي قضبان ديال القرود
804,804,1957371533_62bc720bac.jpg,كلب أبيض وأسود يهز الماء من نفسه,كلب ابيض واسود بيهرّش نفسه,كلب أبيض و أسود كيهز الماء من عليه
805,805,195962284_e57178054a.jpg,ولد في بركة كبيرة,ولد في بركة كبيرة,ولد ف شي بركة كبيرة
806,806,195962790_3380aea352.jpg,امرأة في قميص بنفسجي وجرو بني يجلسان بالقرب من نافورة,ست في قميص بنفسجي وجرو بني قاعدين جنب نافورة,واحدة مرا ف لباس بنفسجي و جرو بني كايقعدوا بجنب شي نافورة
807,807,1962729184_6996e128e7.jpg,مجموعة من الأطفال بملابس زرقاء تقف بجانب البوابة,مجموعة من الولاد لابسين ازرق واقفين جنب البوابة,مجموعة ديال ولاد ف لباس ازرق واقفين بجنب شي باب
808,808,1965278563_8279e408de.jpg,كلب ينجرف على بحيرة في قارب صغير,كلب بيتجول على بحيرة في قارب صغير,كلب كايطوف ف بحيرة ف شي قارب صغير
809,809,1969573381_5ecfae4c80.jpg,حيوان بني وأبيض محاط بالأشجار,حيوان بني و ابيض محاط بالأشجار,حيوان بني و أبيض محاط بالشجر
810,810,197107117_4b438b1872.jpg,متسلق الجبال ينظر من القمة,متسلق جبال بيبص من القمة,واحد متسلق الجبال كايشوف من الفوق
811,811,197142902_f05ff198c2.jpg,رجل وامرأة في النظارات يفقعون الفقاعات,راجل و ست في نظارات بيفقعوا الفقاعات,راجل و مرا ف النظارات كايفرقوا فقاعات
812,812,197504190_fd1fc3d4b7.jpg,صبيان في حقل يركلان كرة قدم,ولاد في حقل بيلعبوا كوره,ولاد ف حقل كاي ركلوا كرة القدم
813,813,1975171469_84e425f61b.jpg,يلعب الولد لعبة,الولد بيلعب لعبة,ولد كاي لعب شي لعبة
814,814,1975531316_8b00eeaaf7.jpg,كلب صغير أسود وتأن على مقود,كلب صغير اسود و بيعوي على سلسلة,كلب صغير أسود و كاي تن على المقود
815,815,1977827746_4e13d7e19f.jpg,صبي وفتاة يجلسان في عربة يأكلان الكعك,ولد و بنت قاعدين في عربية بياكلوا كعك,ولد و بنت كايقعدوا ف عربة كاي كولو الكعك
816,816,197924859_f6e39a7dfa.jpg,رجل يستحم  في المنزل في الهواء الطلق,راجل بياخد دش في البيت في الهواء الطلق,راجل كايستحم ف دار ف الهواء الطلق
817,817,1980315248_82dbc34676.jpg,رجل يعمل بالفناء,راجل بيشتغل في الفناء,راجل كايخدم ف الفناء
818,818,1980882959_9a161f3469.jpg,أربعة أشخاص لديهم عربات تسوق مليئة بالأكياس,اربعة اشخاص عندهم عربيات تسوق مليانة شنط,أربعة ديال الناس عندهم عربات تسوق مليانين بالكيسان
819,819,1982852140_56425fa7a2.jpg,شخص بالغ وطفل يركبان على الشاطئ,شخص كبير و طفل راكبين على الشاطئ,واحد كبير و ولد كاي ركبو ف الشاطئ
820,820,1984936420_3f3102132b.jpg,صبي يمسك سمكة بينما تشير فتاة إلى السمكة,ولد ماسك سمكة و بنت بتشاور على السمكة,ولد كاي مسك سمكة و بنت كا تشير للسمكة
821,821,1989145280_3b54452188.jpg,فتاة شقراء مع نظارات شمسية على رأسها تبدو حساسة,بنت شقراء مع نظارات شمس على دماغها شكلها حساس,بنت شقرا مع نظارات شمسية ف راسها كا تبين حساسة
822,822,1991806812_065f747689.jpg,ملاكم يلكم ملاكم في الوجه,ملاكم بيلكم ملاكم في وشه,ملاكم كاي لكم ملاكم ف وجهو
823,823,1994416869_4dd769a806.jpg,رجل يرفع فتاة صغيرة فوق رأسه,راجل رافع بنت صغيرة فوق راسه,راجل كاي رفع بنت صغيرة فوق راسو
824,824,199463720_329a802206.jpg,رجل وامرأة يركبون الدراجات بجانب بعضهم البعض,راجل و ست راكبين عجل جنب بعض,راجل و مرا كاي ركبو دراجات بجنب بعضياتهم
825,825,199809190_e3f6bbe2bc.jpg,ثلاثة أولاد يسبحون في بحيرة,ثلاثة ولاد بيسحبوا في بحيرة,ثلاثة ولاد كاي سبحو ف بحيرة
826,826,1998255400_0cd086908f.jpg,كلب يشرب من حنفية ماء,كلب بيشرب من حنفية مية,كلب كاي شرب من حنفية الماء
827,827,1998457059_c9ac9a1e1a.jpg,يتم إلقاء حافة الجسم على الشاطئ بموجة بينما يقف راكبو الأمواج الآخرون في الماء,بتترمي حافة الجسم على الشاطئ بموجة و راكبي الأمواج التانيين واقفين في المية,كا يرميو حافة الجسم ف الشاطئ بموجة و راكبو الأمواج الآخرين واقفين ف الماء
828,828,1999444757_1b92efb590.jpg,فتاة بيضاء تتأرجح بسيف,بنت بيضاء بتتأرجح بسيف,بنت بيضاء كا تهز سيف
829,829,2000459828_3c9e109106.jpg,مجموعة من الناس تقف أمام صخور,مجموعة من الناس واقفين قدام صخور,مجموعة ديال الناس واقفين قدام صخور
830,830,2003663004_5b70920a98.jpg,توقف لاعب كرة قدم خلال المباراة,لاعب كوره واقف خلال المباراة,واحد لاعب كرة القدم كا يوقف خلال الماتش
831,831,2004674713_2883e63c67.jpg,شخص يشاهد كلبين يلعبان,شخص بيتفرج على اتنين كلاب بيلعبوا,واحد كاي شوف جوج كلاب كاي لعبوا
832,832,200771289_31902164a7.jpg,رجال يرتدون النظارات الشمسية مع ظهورهم إلى الكاميرا,رجالة لابسين نظارات شمس مع ضهرهم للكاميرا,رجال لابسين نظارات شمسية مع ظهرهم للكاميرا
833,833,2009636597_e3f4fe19fb.jpg,رجل خارج يلعب الغيتار ويدخن سيجارة,راجل بره بيلعب جيتار و بيدخن سيجارة,راجل برا كاي لعب الغيتار و كاي دخن سيجارة
834,834,201682811_105241dee3.jpg,يقترب رجلان من تمثال ذهبي من غاندي,اتنين رجالة بيقربوا من تمثال دهبي لغاندي,جوج رجال كايقربوا من تمثال ذهبي ديال غاندي
835,835,2017276266_566656c59d.jpg,كلب في الجو يصطاد بحلقة  بينما يراقب كلب آخر,كلب في الجو بيصطاد بحلقة و كلب تاني بيتفرج,كلب ف الجو كاي صيد بحلقة و كلب اخر كايراقب
836,836,2021602343_03023e1fd1.jpg,صبي يحمل كرة السلة بغضب,ولد شايل كرة سلة بغضب,ولد كاي حمل كرة السلة بغضب
837,837,2021613437_d99731f986.jpg,صبي يتدرب على كرة السلة في صالة للألعاب الرياضية,ولد بيتدرب على كرة سلة في صالة رياضة,ولد كاي تدرب على كرة السلة ف صالة رياضية
838,838,2021671653_567395c7cf.jpg,صبي يرتدي الدنيم يعمل على الرصيف,ولد لابس الدنيم بيشتغل على الرصيف,ولد لابس الدنيم كايخدم ف الرصيف
839,839,2029280005_a19609c81a.jpg,رجل في قميص أسود يتدحرج أمام مقعد في المدينة,راجل في قميص اسود بيتدحرج قدام كرسي في المدينة,راجل ف لباس أسود كاي تدحرج قدام مقعد ف المدينة
840,840,2030781555_b7ff7be28f.jpg,الناس يجلسون على طول الماء ويتصيدون الأسماك,الناس قاعدين على طول المية و بيصطادوا سمك,الناس كايقعدوا طول الماء و كاي صيدوا السمك
841,841,203114209_e4cd71a6b7.jpg,فتاة تسقط من أنبوب الماء الأصفر والأزرق,بنت بتسقط من انبوب مية اصفر و ازرق,بنت كا تسقط من أنبوب ماء اصفر و ازرق
842,842,2034553054_b00c166895.jpg,صبي ذو قبعة زرقاء يشير إلى زبدية مليئة بالفلين,ولد لابس قبعة زرقاء بيشاور على زبدية مليانة فلين,ولد مع قبعة زرقاء كايشير لزبدية مليانة بالفلين
843,843,2036407732_d5a0389bba.jpg,مجموعة من  أشخاص يسيرون نحو الجبال,مجموعة من  اشخاص ماشيين ناحية الجبال,مجموعة ديال الناس كاي مشيو نحو الجبال
844,844,2038662925_f4fa8c2534.jpg,زوجان يرتديان خوذات سوداء يجلسان على مقعد معاً,اتنين مخطوبين لابسين خوذ سوداء قاعدين على كرسي مع بعض,زوج كاي لبسوا خوذ سوداء كايقعدوا ف مقعد مع بعضياتهم
845,845,2039457436_fc30f5e1ce.jpg,امرأة ترتقي صعودا فوق سياج,ست بتطلع فوق سياج,مرا كا تطلع فوق سياج
846,846,2040941056_7f5fd50794.jpg,يقاتل كلاب بنيان ويعضان بعضهما البعض,كلاب بنيان بتتخانق و بتعض بعض,كلاب بنيان كاي قاتلو و كاي عضوا بعضياتهم
847,847,2041867793_552819a40b.jpg,طفل يجلس على طاولة مطعم يحمل قناعًاعلى وجهه,طفل قاعد على طاولة مطعم شايل قناع على وشه,ولد كايقعد ف طاولة مطعم كاي حمل قناع ف وجهو
848,848,2042009399_afad34e7c1.jpg,مجموعة من الأولاد يلعبون كرة القدم العلم بينما بعض المارة يراقبون,مجموعة من الولاد بيلعبوا كرة القدم العلم و بعض المارة بيتفرجوا,مجموعة ديال ولاد كاي لعبوا كرة القدم العلم و بعض المارة كايراقبو
849,849,2043427251_83b746da8e.jpg,رجل يقفز في بركة طينية في منتصف الشارع,"راجل بيقفز في بركة طين في نص الشارع 
"," راجل كاي طيح ف بركة طينية ف وسط طريق
"
850,850,2043520315_4a2c782c90.jpg,الناس مع كلب يتسلقون الجبل الأخضر,الناس مع كلب بيطلعوا جبل أخضر,ناس مع كلب كايتسلقو جبل أخضر
851,851,2044063458_fcc76a7636.jpg,اثنين من الكلاب يطاردان الكرة الزرقاء في حقل,كلبين بيجريوا ورا الكورة الزرقا في الحقل,جوج ديال الكلاب كايطاردو الكرة الزرقة فحقل
852,852,2045023435_181854c013.jpg,كلب أسمر يلعب مع كرة التنس,كلب بني بيلعب مع كرة التنس,كلب بني كاي لعب مع كرة التنس
853,853,2045109977_b00ec93491.jpg,رجل يحمل قطعة قماش زرقاء ويبتسم,راجل شايل قطعة قماش زرقا وبيضحك,راجل كاي حمل قطعة قماش زرقاء وكايبتسم
854,854,2045562030_654ddea5e5.jpg,مجموعة من المراهقين  واحدة ذات شعر وردي,مجموعة من المراهقين واحده شعرها وردي,مجموعة ديال المراهقين وحدة عندها شعر وردي
855,855,2045928594_92510c1c2a.jpg,تقف امرأة بالقرب من نافورة,ست بتقف جنب النافورة,واحدة واقفة جنب نافورة
856,856,2046222127_a6f300e202.jpg,رجل يرتدي سترة ذات لون نيون يمسك قسمًا من الخشب,راجل لابس جاكيت نيون ماسك حتة خشب,راجل لابس سترة لونها نيون كاي مسك جزء من الخشب
857,857,2046778775_0dd7cac6ab.jpg,تقف مجموعة من الأطفال على خشبة المسرح أمام جمهور جاهز للأداء,مجموعة من الولاد واقفين على المسرح قدام الجمهور مستعدين للتمثيل,مجموعة ديال الأطفال واقفين فوق خشبة المسرح قدام جمهور جاهز للأداء
858,858,2049051050_20359a434a.jpg,يتم تغطية فتاة في سترة سوداء وقبعة في بطانية وردية,بنت لابسه جاكيت اسود وقبعه ملفوفة في بطانية وردية,بنت مغطية بسترة سوداء وقبعة فبطانية وردية
859,859,2049646140_d0de01e3c4.jpg,طفل يقوم بالجمباز,طفل بيعمل جمباز,طفل كاي دير الجمباز
860,860,2050067751_22d2763fd2.jpg,طفل في حذاء أخضر يحدق في البالوعة,طفل لابس جزمة خضرا بيبص في البالوعة,طفل فحذاء أخضر كاي حدق فالبالوعة
861,861,2051194177_fbeee211e3.jpg,كلب كبير أسمر يركض في المياه الضحلة بعصا في فمه,كلب كبير بني بيجري في الميه الضحلة وماسك عصاية في بقه,كلب كبير بني كاي جري فالمياه الضحلة بعصا ففمه
862,862,2052202553_373dad145b.jpg,الكلب يحمل عصا كبيرة جدا من خلال الماء,الكلب شايل عصاية كبيرة أوي من خلال الميه,الكلب كاي حمل عصا كبيرة بزاف من خلال الماء
863,863,2052702658_da1204f6d1.jpg,طفل في زي أحمر يلعب مع الثلج,طفل لابس لبس احمر بيلعب مع الثلج,طفل فزي أحمر كاي لعب مع الثلج
864,864,2052953131_30834196fb.jpg,شخص يرتدي سترة سوداء وحمراء يسير فوق جبل ثلجي,واحد لابس جاكيت اسود واحمر ماشي فوق جبل ثلجي,واحد لابس سترة سوداء وحمراء كاي مشي فوق جبل ثلجي
865,865,2053006423_6adf69ca67.jpg,رجل ينظر إلى منظر جبل معشوش يقف على صخرة,راجل بيبص على منظر جبل مشوش واقف على صخرة,راجل كاي شوف منظر جبل معشوش واقف فوق صخرة
866,866,2053441349_a98b5fc742.jpg,كلب في حقل من الزهور الملونة,كلب في حقل من الزهور الملونة,كلب فحقل ديال الزهور الملونة
867,867,2053733930_e245615ad4.jpg,معدات تسلق الجبال على الجبل,أدوات تسلق الجبال على الجبل,معدات تسلق الجبال فوق الجبل
868,868,2053777548_108e54c826.jpg,كلب أحمر يقفز يمسك كرة التنس في فمه,كلب احمر بيقفز ماسك كرة التنس في بقه,كلب أحمر كاي قفز كاي مسك كرة التنس ففمه
869,869,2054308369_f9c6ec7815.jpg,فتاة صغيرة تعطي قبلة لكلب,بنت صغيرة بتبوس كلب,بنت صغيرة كتعطي قبلة لكلب
870,870,2054869561_ff723e9eab.jpg,كلب أبيض وأسود يطارد الفريسبي الوردي,كلب أبيض وأسود بيجري ورا الفريسبي الوردي,كلب أبيض وأسود كاي طارد الفريسبي الوردي
871,871,2055646179_169807fed4.jpg,يلعب الطفل مع صنبور مياه في الهواء الطلق بينما يشاهد بقية أفراد عائلته,الطفل بيلعب مع صنبور الميه في الهوا بينما عيلته بتتفرج,طفل كاي لعب مع صنبور ديال الماء فالهواء الطلق بينما كيشوف باقي أفراد عائلته
872,872,2056041678_d6b5b39b26.jpg,رجل ينزل جبل ثلجي,راجل بينزل جبل ثلجي,راجل كاي نزل جبل ثلجي
873,873,2056042552_f59e338533.jpg,كلب رمادي يقفز باتجاه كلب أبيض وأسود في الثلج,كلب رمادي بيقفز ناحية كلب أبيض وأسود في الثلج,كلب رمادي كاي قفز باتجاه كلب أبيض وأسود فالثلج
874,874,2056377805_e9a9b3bcf0.jpg,مجموعة من الأصدقاء يركبون في طوف,مجموعة من الصحاب راكبين في طوف,مجموعة ديال الأصدقاء كاي ركبو فطوف
875,875,205682549_713aa6cd88.jpg,مسافر يقف على قمة عالية في الجبال,مسافر واقف على قمة عالية في الجبال,مسافر واقف فوق قمة عالية فالجبال
876,876,2056930414_d2b0f1395a.jpg,صبي صغير يلعب غيتار لعبة بينما يغني في ميكروفون لعبة,ولاد صغير بيلعب جيتار لعبة وبيغني في ميكروفون لعبة,صبي صغير كاي لعب غيتار ديال لعبة بينما كاي غني فميكروفون ديال لعبة
877,877,2057160636_6e9cf3b5f0.jpg,رجل يتجول في الماء,راجل بيتمشى في الميه,راجل كاي مشي فالمياه
878,878,2057305043_952b8dc82c.jpg,شخص بالمظلات فوق المحيط,واحد بالمظلات فوق البحر,واحد بالمظلات فوق المحيط
879,879,2057306459_2f52ce648e.jpg,الناس يحملون المظلة بعد الهبوط على الأرض,الناس شايلين المظلة بعد ما نزلوا على الأرض,ناس كاي حملو المظلة بعد الهبوط على الأرض
880,880,2058091220_2087270068.jpg,رجل يرتفع في الصحراء,راجل بيطلع في الصحرا,راجل كاي طلع فالصحراء
881,881,2058124718_89822bc96e.jpg,اثنين من الكلاب يتهاوشان ,كلبين بيتخانقوا,جوج ديال الكلاب كاي تهاوشو
882,882,2058472558_7dd5014abd.jpg,فتاة تركض بأذرع ممدودة,بنت بتجري ومدية ايديها,بنت كاجري بأذرع ممدودة
883,883,2059616165_b7c99c1009.jpg,كلب أسود,كلب أسود,كلب أسود
884,884,2059842472_f4fb61ea08.jpg,طفل يزحف بجانب شارع مقابل سماء زرقاء,طفل بيزحف جنب الشارع قدام سماء زرقا,طفل كاي زحف جنب شارع مقابل سماء زرقاء
885,885,2060031241_a3ae7a06bb.jpg,الطفل يحمل جهاز تحكم بلعبة فيديو فوق رأسه,الطفل شايل جهاز تحكم بلعبة فيديو فوق راسه,الطفل كاي حمل جهاز تحكم بلعبة فيديو فوق رأسه
886,886,206087108_d4557d38ee.jpg,سقط رجل في الشارع ليلاً,راجل وقع في الشارع بالليل,واحد سقط فالشوارع ليلاً
887,887,2061144717_5b3a1864f0.jpg,رجل على أمبيتيتير يتحدث إلى صبي,راجل على أمبيتيتير بيتكلم مع ولد,راجل على أمبيتيتير كاي هضر مع صبي
888,888,2061354254_faa5bd294b.jpg,صبي صغير يدفعه شخص كبير السن في الملعب,ولاد صغير واحد كبير السن بيدفعه في الملعب,صبي صغير كاي دفعه واحد كبير فالعمر فالملاعب
889,889,2061397486_53a61e17c5.jpg,كلب أسود اللون يحمل علامات بنية اللون يرتدي سترة حمراء يتجول في الطريق,كلب أسود لونه بني لابس جاكيت احمر بيتمشى في الطريق,كلب أسود اللون كاي حمل علامات بنية اللون لابس سترة حمراء كاي مشي فالطريق
890,890,2061927950_dafba5b8a3.jpg,امرأة ورجل يحملان طفل يجلسان على الدرج,ست وراجل شايلين طفل قاعدين على السلم,امرأة وراجل كاي حملو طفل جالسين على الدرج
891,891,2061944672_0383e65c8a.jpg,يقف الكبار والأطفال ويلعبون أمام درجات بالقرب من منطقة مشجرة,الكبار والولاد واقفين بيلعبوا قدام السلم جنب منطقة فيها شجر,كبار واطفال واقفين كاي لعبو قدام درجات جنب منطقة مشجرة
892,892,2062607137_dac194ad02.jpg,كلب بني وكلب أسود معا في العشب الطويل,كلب بني وكلب أسود مع بعض في العشب الطويل,كلب بني وكلب أسود معا فالعشب الطويل
893,893,2063277300_f7ff476914.jpg,ثلاثة أطفال ويلعبون ويضحكون على الأرض,تلاتة ولاد بيلعبوا وبيضحكوا على الأرض,ثلاثة ديال الأطفال كاي لعبو وكاي ضحكو على الأرض
894,894,2064417101_3b9d817f4a.jpg,سباق الكلب السلوقي يحدث في المسار,سباق الكلب السلوقي بيحصل في المضمار,سباق الكلب السلوقي كاي در فالمسار
895,895,2064780645_8f28a1529f.jpg,مجموعة من الناس تقف أمام شمس,مجموعة من الناس واقفين قدام الشمس,مجموعة ديال الناس واقفين قدام شمس
896,896,2064790732_219e52e19c.jpg,صبي دون قميص يركض في الشارع بينما يقف عدة أشخاص خلفه,ولاد من غير قميص بيجري في الشارع بينما ناس واقفين وراه,صبي بدون قميص كاي جري فالشوارع بينما واقفين عدة أشخاص وراه
897,897,2064792226_97e41d8167.jpg,فتاة تلتقط صورة لفتاة ورجل على دراجة وردية مزينة بالألوان,بنت بتصور بنت وراجل على دراجة وردية مزينة بالألوان,بنت كا تلتقط صورة لبنت وراجل على دراجة وردية مزينة بالألوان
898,898,2065309381_705b774f51.jpg,رجل ينزلق على جبل مغطى بالثلج,راجل بينزلق على جبل مغطى بالثلج,راجل كاي انزلق على جبل مغطى بالثلج
899,899,2065875490_a46b58c12b.jpg,هيكل عظمي يجلس على سياج على حافة الطريق,"هيكل عظمي قاعد على سياج على حافة الطريق
"," هيكل عظمي جالس على سياج على حافة الطريق 
"
900,900,2066048248_f53f5ef5e2.jpg,مجموعة من الخيول والناس أمام جبل ثلجي, مجموعة من الخيل والناس قدام جبل مليان تراب,واحد جماعة ديال الخيول و الناس قدام جبل تلجي
901,901,2066241589_b80e9f676c.jpg,الكلب البني هو يمضغ على عصا, الكلب البني بيمضغ في عصاية,كلب بني هو كياكل في عصا
902,902,2066271441_1f1f056c01.jpg,كلب أسود يحمل كرة ملونة, كلب اسود شايل كورة ملونة,كلب أسود كيحمل كرة ملونة
903,903,2067362863_59577f9d4d.jpg,الكلب البني يقفز على كلب آخر أمام الرجل في الجينز, الكلب البني بيقفز على كلب تاني قدام الراجل اللي لابس جينز,كلب بني كيتسلق فوق كلب أخر قدام راجل لبس جينز
904,904,2067833088_04e84e5bf2.jpg,رجل يرتدي قبعة خضراء في الجبال, راجل لابس قبعة خضرا في الجبال,راجل لابس طاقية خضرا في الجبال
905,905,2068403258_2669cf9763.jpg,ينقلب صبي آخر في النهر من قبل صبي آخر, ولد بيقلب ولد تاني في النهر,واحد ولد كيتقلب في النهر من طرف ولد أخر
906,906,2068465241_3bcabacfd7.jpg,طفلة صغيرة تسير بحزمة توازن مع شخص بالغ مستعد للمساعدة, بنت صغيرة ماشية بحزمة متوازنة مع واحد كبير مستعد يساعدها,بنت صغيرة كتمشي بحزمة توازن مع واحد كبير مستعد لي يساعدها
907,907,2068960566_21e85ae0dc.jpg,يتأمل فتى حافي القدمين في الكاميرا بينما يتأرجح في الحديقة, ولد حافي رجليه بيبص في الكاميرا وهو بيتأرجح في الحديقة,واحد ولد حافي الرجلين كيتفرج في الكاميرا و هو كيتأرجح في الحديقة
908,908,2069279767_fb32bfb2de.jpg,الرجال يتسلقون, الرجالة بيتسلقوا,رجال كيتسلقو
909,909,2070798293_6b9405e04d.jpg,فتاة صغيرة تقفز على الأريكة, بنت صغيرة بتقفز على الكنبة,بنت صغيرة كتقفز فوق الأريكة
910,910,2070831281_dc04b3e15d.jpg,سيدة في قبعة بيضاء ونظارات شمسية تركب دراجة هوائية, ست في قبعة بيضا ونضارة شمسية راكبة عربية,سيدة لابسة طاقية بيضاء و نظارة شمسية كتركب دراجة
911,911,2070831523_5035d5537e.jpg,صورة ضبابية لامرأة تستقل دراجة, صورة مش واضحة لست راكبة عربية,صورة ضبابية ديال واحد المرأة كتركب دراجة
912,912,2071309418_1d7580b0f0.jpg,كلب أبيض يرتدي آذان الرنة بجوار كلب أسمر, كلب ابيض لابس ودان الرنة جنب كلب بني,كلب أبيض لابس أذان الرنة بجوار كلب أسمر
913,913,207237775_fa0a15c6fe.jpg,رجل يقوم بقفزة خلفية بينما يأخذ الآخر صورة, راجل بيعمل قفزة خلفية وواحد تاني بياخد صورة,راجل كيدير قفزة خلفية و هو كياخد واحد أخر صورة
914,914,2072574835_febf0c5fb9.jpg,الكلاب في السباق, الكلاب في سباق,الكلاب في السباق
915,915,207275121_ee4dfa0bf2.jpg,كلب بني يركض في الفناء, كلب بني بيجري في الفناء,كلب بني كيجري في الفناء
916,916,2073105823_6dacade004.jpg,رجل يتزلج على سياج حديدي, راجل بيتزلج على سياج حديد,راجل كيتزلج على سياج حديدي
917,917,2073174497_18b779999c.jpg,رجل ذو بشرة داكنة يتنقل في شارع مليء بالمرور, راجل لونه اسمر ماشي في شارع مليان عربيات,راجل لابس بشرة داكنة كيتنقل في شارع مليان بالمرور
918,918,2073756099_7e02c0110c.jpg,كلب أسود يمسك طائرًا في فمه في البركة, كلب اسود ماسك عصفور في بقه في البركة,كلب أسود كيمسك طائر في فمه في البركة
